12.73	11.30	11.43	12.81	12.99	12.06	12.92	13.19	12.29	10.80	11.21	11.92	11.75	10.50	14.67	4.15	0.00	2.96	3.51	4.17	3.46	7.06	5.04	7.53	7.02	14.58	15.50	16.84	14.62	13.05	15.99	12.94	12.77	14.33	14.34	14.40	14.58	14.42	14.83	19.52	14.46	13.38	14.32	13.85	13.79	9.37	10.43	9.68	9.74	11.71	12.69
11.62	10.20	10.32	11.70	11.88	10.96	11.81	12.08	11.18	9.69	10.11	10.81	10.65	9.39	13.56	2.20	0.97	0.00	1.34	3.06	1.79	4.90	3.93	6.42	5.91	13.47	14.39	15.73	13.51	11.95	14.89	11.83	11.66	13.23	13.23	14.13	14.31	14.15	14.56	15.83	14.19	12.27	14.05	12.74	12.69	8.26	9.32	8.57	8.63	10.60	11.58
11.37	9.94	10.07	11.45	11.63	10.70	11.56	11.83	10.93	9.44	9.85	10.56	10.39	9.14	13.31	1.95	1.34	0.66	0.00	2.81	1.54	4.64	3.68	6.17	5.65	13.22	14.14	15.48	13.26	11.69	14.63	11.58	11.41	12.97	12.98	13.88	14.06	13.90	14.31	15.58	13.94	12.02	13.79	12.49	12.43	8.01	9.07	8.32	8.38	10.35	11.33
9.14	7.72	7.84	9.22	9.40	8.48	9.33	9.60	8.70	7.21	7.63	8.33	8.17	6.91	11.08	3.03	5.34	4.66	4.57	0.00	4.96	4.46	1.45	3.94	3.43	10.99	11.91	13.25	11.03	9.47	12.41	9.35	9.18	10.75	10.75	10.81	10.99	10.83	11.24	15.93	10.88	9.79	10.73	10.26	10.21	5.78	6.84	6.09	6.15	8.12	9.10
11.71	10.28	10.40	11.79	11.97	11.04	11.90	12.17	11.27	9.78	10.19	10.90	10.73	9.47	13.65	2.29	2.19	1.51	1.41	3.15	0.00	4.98	4.02	6.50	5.99	13.56	14.48	15.82	13.60	12.03	14.97	11.92	11.75	13.31	13.31	14.21	14.40	14.24	14.65	15.92	14.28	12.35	14.13	12.82	12.77	8.35	9.41	8.66	8.72	10.68	11.67
7.69	6.68	6.80	7.77	7.12	7.02	7.46	7.73	7.66	6.18	6.59	6.88	7.13	5.87	9.21	4.81	5.46	4.78	4.68	3.34	5.07	0.00	6.91	9.14	9.18	9.42	10.34	11.38	9.16	7.60	10.54	9.43	9.26	8.88	10.77	9.90	10.08	9.92	10.33	11.60	9.96	8.75	9.82	9.22	9.17	6.21	6.73	7.03	7.09	11.10	7.30
8.59	7.16	7.29	8.67	8.85	7.93	8.78	9.05	8.15	6.66	7.07	7.78	10.32	6.36	10.53	2.09	4.40	3.72	3.63	2.11	4.01	6.24	0.00	3.39	2.88	10.44	11.36	12.70	10.48	8.91	11.85	8.80	8.63	10.19	10.20	12.82	13.00	12.84	13.25	14.52	12.88	11.94	12.74	12.41	12.36	5.23	6.29	5.54	5.60	7.43	8.55
8.26	6.84	6.96	8.34	8.53	7.60	8.45	8.72	7.82	6.33	6.75	7.45	7.29	6.03	10.20	2.87	5.18	4.50	4.40	2.88	4.79	6.89	1.29	0.00	2.55	10.11	11.03	12.37	10.15	8.59	11.53	8.47	8.30	9.87	9.87	9.93	10.12	9.95	10.37	15.77	10.00	8.91	9.85	9.38	9.33	4.90	5.96	5.21	5.27	6.99	8.22
6.05	7.17	7.30	6.13	6.32	5.39	6.24	6.51	8.16	6.67	7.08	5.24	7.62	6.37	7.99	4.29	6.61	5.93	5.83	4.31	6.22	9.29	2.72	2.00	0.00	7.90	8.82	10.16	7.94	6.38	9.32	6.26	6.09	7.66	7.66	10.27	10.45	10.29	10.70	12.05	10.33	9.25	10.19	10.02	10.56	2.69	3.75	3.00	3.06	7.08	6.01
1.99	5.05	5.18	4.10	2.26	3.05	1.38	1.65	3.76	4.58	4.39	3.94	4.86	4.57	3.13	10.25	12.56	11.88	11.79	10.27	12.18	10.26	8.67	7.95	7.76	0.00	1.58	3.09	1.81	1.11	3.57	3.76	4.29	0.84	4.35	7.51	7.69	7.53	5.25	7.19	7.57	6.49	7.43	5.16	5.70	5.01	4.31	6.07	6.14	10.43	3.67
